2	gz	2535
2	zs	2236
2	7k	134
2	ke	44070
2	et	43685
2	tu	14701
2	ul	30143
2	ky	9995
2	y0	1725
2	7l	109
2	ds	11641
2	ki	39672
2	ng	99657
2	lv	8844
2	va	41621
2	7m	259
2	me	51696
2	em	33331
2	mo	41253
2	ry	24079
2	ch	109749
2	ae	18095
2	lj	3937
2	j$	7323
2	gq	871
2	qi	4317
2	7n	118
2	no	40463
2	7p	99
2	pi	17570
2	ig	23791
2	7s	279
2	ai	43778
2	hg	2690
2	oy	10991
2	se	53728
2	ea	32463
2	og	15252
2	sl	13304
2	lm	12543
2	sm	17316
2	ug	11087
2	te	70471
2	es	73711
2	st	80402
2	aj	16098
2	ji	16677
2	7v	76
2	as	94644
2	sy	6713
2	6w	64
2	wy	2001
2	yx	1241
2	8l	84
2	lu	24854
2	ui	16567
2	sf	3965
2	f$	9484
2	8m	182
2	mn	3204
2	nj	12754
2	lh	6015
2	hc	3744
2	c$	17506
2	51	10111
2	3c	370
2	cn	2705
2	0S	5
2	Sa	687
2	aa	17335
2	dC	53
2	Ch	994
2	hr	20007
2	af	12410
2	fr	16322
2	r0	2696
2	i9	2263
2	ex	16908
2	x2	793
2	nn	32560
2	ny	16706
2	yk	6317
2	sg	5818
2	ro	84142
2	i$	58423
2	0e	129
2	e9	2288
2	0f	149
2	fa	20925
2	ac	40903
2	ct	7823
2	fe	19379
2	ip	14093
2	pe	34627
2	e$	77804
2	ge	36576
2	rh	6461
2	rd	30564
2	d$	32706
2	od	24501
2	d1	2947
2	eo	14276
2	ls	17580
2	hf	1501
2	f1	1084
2	hl	7327
2	m0	1352
2	hn	14282
2	ne	68591
2	0i	118
2	iv	17256
2	il	66320
2	c0	1055
2	0j	114
2	ja	45692
2	rg	20992
2	jf	1706
2	rn	20001
2	ez	14948
2	jj	2419
2	je	19224
2	ss	34019
2	ej	8835
2	j0	521
2	0l	194
2	du	15748
2	uk	15167
2	k$	37161
2	ek	21471
2	lt	11560
2	os	50184
2	s0	2855
2	0n	385
2	0o	129
2	ey	26544
2	yi	7119
2	0p	187
2	eb	20739
2	bu	14110
2	pf	1691
2	fl	8068
2	um	18833
2	ph	19197
2	p0	602
2	aq	2056
2	q0	149
2	hm	10991
2	ru	28100
2	sc	29101
2	si	38719
2	my	8979
2	ia	64630
2	e1	6527
2	sv	4639
2	vb	1395
2	be	47256
2	tr	32170
2	ta	62019
2	o0	1790
2	0v	94
2	id	29426
2	we	22044
2	ei	32291
2	0y	79
2	yh	3353
2	0z	95
2	zo	6829
2	nx	2662
2	xi	11147
2	1a	422
2	az	14995
2	59	7300
2	dm	9145
2	sz	7637
2	zt	1578
2	2q	47
2	qa	866
2	s1	7449
2	4u	428
2	9t	115
2	ix	6238
2	xe	3347
2	1n	356
2	rw	5230
2	wh	4596
2	lz	2782
2	8b	148
2	2j	182
2	4c	416
2	cs	7831
2	4i	210
2	t0	1795
2	1_	142
2	_y	713
2	ye	13905
2	1g	259
2	gw	3266
2	ie	56223
2	8a	203
2	2n	251
2	ku	18868
2	3a	406
2	yu	15266
2	3j	117
2	j2	733
2	3l	293
2	gh	17069
2	ht	8769
2	3s	411
2	w$	8625
2	2t	253
2	un	40173
2	nh	15391
2	9m	150
2	_k	1650
2	dj	4209
2	_m	2716
2	ax	7538
2	kj	2502
2	1b	300
2	bl	13070
2	r6	893
2	lw	3411
2	wi	21405
2	ms	12912
2	gx	1884
2	ox	5017
2	ag	29274
2	1e	214
2	9c	161
2	c6	287
2	4e	436
2	e4	1354
2	4a	375
2	5d	179
2	dc	4498
2	c5	397
2	5e	112
2	e3	1600
2	8c	170
2	c7	395
2	1f	163
2	fp	962
2	pv	938
2	nt	47964
2	bc	2805
2	co	46535
2	1j	155
2	i0	2349
2	1m	367
2	mf	2453
2	f0	449
2	gu	25251
2	up	9040
2	pt	5355
2	1o	121
2	rr	26007
2	1p	203
2	1q	47
2	qu	10291
2	ue	21714
2	n1	10632
2	ks	14498
2	ec	23501
2	rm	19086
2	ev	36831
2	e0	3037
2	1t	271
2	ap	20897
2	yl	11943
2	r2	3644
2	yt	5756
2	tp	3523
2	tt	32736
2	ou	33724
2	uc	15325
2	1v	107
2	1w	117
2	1y	69
2	yo	12853
2	wm	2080
2	5l	87
2	2C	10
2	Cz	12
2	zi	10055
2	rj	5358
2	kK	30
2	K$	112
2	4g	257
2	9v	40
2	ib	11185
2	2D	9
2	DC	37
2	Cl	168
2	rk	21546
2	2_	98
2	_9	778
2	2a	393
2	kk	6176
2	ut	17682
2	uf	3923
2	ff	12127
2	2c	371
2	bi	22972
2	if	8483
2	2l	220
2	uv	2542
2	iy	9668
2	2s	423
2	o2	2623
2	2y	137
2	h1	3746
2	6j	90
2	5n	92
2	py	2529
2	pp	9382
2	pg	1642
2	2b	333
2	dz	3085
2	zy	5129
2	yw	2759
2	3_	102
2	sk	25298
2	ah	26243
2	ty	11018
2	bg	1630
2	gl	10778
2	s2	3877
2	k1	3378
2	jr	3872
2	ed	37182
2	l5	638
2	4r	408
2	n3	2827
2	aw	14773
2	sj	4569
2	jb	3492
2	wn	3821
2	tn	4273
2	nw	7499
2	wj	1370
2	jd	3308
2	9J	2
2	J$	90
2	3P	3
2	Pa	627
2	nZ	60
2	Ze	101
2	eY	30
2	Yo	113
2	5c	207
2	cb	2867
2	6y	68
2	uu	1909
2	7r	152
2	9u	61
2	6a	242
2	f3	349
2	9r	94
2	nr	11591
2	Se	473
2	cj	2154
2	9l	92
2	kh	13348
2	4_	92
2	fy	1211
2	c8	502
2	b7	331
2	4h	163
2	4j	181
2	4k	307
2	4l	284
2	ew	18309
2	dt	4881
2	rv	6862
2	4m	401
2	lb	9962
2	4n	388
2	yd	5866
2	4t	273
2	tl	6929
2	ts	19435
2	4y	122
2	9p	94
2	yj	2640
2	5g	163
2	nz	9095
2	za	19952
2	lr	4769
2	6n	124
2	9n	103
2	3m	341
2	0c	257
2	c2	1263
2	7c	223
2	cc	8327
2	d2	1887
2	a2	4368
2	b5	378
2	5b	196
2	bd	3627
2	db	5390
2	b4	450
2	9e	107
2	bb	6148
2	ua	18495
2	hz	1188
2	gp	2627
2	5j	122
2	ok	13847
2	5p	106
2	5r	114
2	jg	2199
2	gc	3986
2	cy	3665
2	jt	2545
2	s5	1119
2	5o	54
2	oc	17440
2	c3	656
2	3w	145
2	5z	56
2	uj	4014
2	0b	235
2	1r	224
2	5t	153
2	8j	97
2	6k	117
2	2i	98
2	4x	127
2	td	3847
2	2m	409
2	mp	10558
2	3z	103
2	zm	2748
2	3t	303
2	6b	175
2	t5	649
2	4d	323
2	9d	137
2	dy	11360
2	x4	320
2	9b	122
2	l3	1193
2	b0	970
2	9y	69
2	xl	1496
2	dw	5297
2	6c	189
2	yn	9087
2	cp	2675
2	6f	110
2	fu	5627
2	y1	3997
2	mt	3984
2	a9	3207
2	6v	54
2	ij	8259
2	ju	15764
2	8D	2
2	D$	142
2	6m	167
2	iz	9904
2	9s	192
2	gj	3025
2	s6	928
2	8r	156
2	8t	161
2	kr	13065
2	9a	239
2	6r	116
2	8s	199
2	3p	218
2	4b	340
2	7t	157
2	t6	506
2	7x	99
2	xt	2407
2	7E	5
2	EC	31
2	C3	9
2	ef	13430
2	cu	7471
2	7f	97
2	fo	11725
2	oe	14248
2	7j	100
2	yc	6474
2	fx	521
2	gb	3468
2	jk	3412
2	jm	4775
2	mc	11686
2	js	5835
2	op	18696
2	nb	14134
2	5L	3
2	L$	136
2	gr	19555
2	8Y	5
2	YL	16
2	LE	52
2	EE	31
2	E4	4
2	mw	2746
2	g2	2757
2	8M	2
2	Mo	448
2	aJ	31
2	8R	5
2	RY	5
2	YH	5
2	Hu	265
2	nW	133
2	W$	53
2	ze	13761
2	bk	1933
2	s3	1946
2	8f	94
2	rf	4709
2	f2	937
2	jo	36772
2	oi	9853
2	8k	120
2	8p	106
2	pj	1275
2	iu	11814
2	xp	1554
2	hs	7380
2	8T	5
2	T$	163
2	4J	4
2	2V	1
2	V$	88
2	lk	9160
2	gy	5096
2	3e	176
2	SW	24
2	WA	32
2	AT	60
2	6d	160
2	5_	71
2	by	4920
2	9h	87
2	ob	23964
2	e5	993
2	6q	29
2	qr	269
2	9C	6
2	CS	55
2	S1	98
2	9G	3
2	Ga	398
2	oD	62
2	9S	5
2	Si	385
2	xs	1868
2	hC	32
2	C$	141
2	nv	5508
2	wl	2957
2	eh	12670
2	w0	550
2	uz	6152
2	zb	1415
2	9j	94
2	jw	2411
2	9k	112
2	eu	9871
2	t1	4099
2	mu	16902
2	9o	59
2	pu	7027
2	9q	31
2	qn	220
2	9w	68
2	wk	1759
2	0H	5
2	Hi	145
2	iM	42
2	0I	2
2	IP	19
2	0N	2
2	NR	12
2	RG	35
2	G$	108
2	a7	1522
2	7h	138
2	w2	719
2	4w	162
2	w7	263
2	cr	11599
2	io	25463
2	tm	7175
2	gg	6431
2	gt	4011
2	t8	987
2	tc	8277
2	g0	2159
2	dn	3953
2	pb	2242
2	fd	1304
2	oo	24392
2	rp	7918
2	p3	523
2	pr	19302
2	cx	635
2	e7	1364
2	3n	362
2	nM	271
2	Mj	7
2	ln	3458
2	d6	510
2	df	2959
2	f4	278
2	bf	903
2	f9	394
2	3f	157
2	fc	1670
2	cd	3364
2	n2	6109
2	yp	4042
2	zz	5057
2	yz	2405
2	lp	6397
2	v5	208
2	ml	4335
2	dx	836
2	x5	278
2	5f	90
2	f6	194
2	vv	1543
2	v0	547
2	b6	266
2	7d	191
2	fi	13588
2	ci	16784
2	l7	832
2	pc	2580
2	nl	12019
2	gv	1226
2	v3	373
2	u0	1388
2	iw	3641
2	w1	1174
2	l0	1769
2	nm	14306
2	k4	831
2	w4	313
2	kb	3569
2	b2	1053
2	kx	525
2	xa	6844
2	y3	1062
2	r4	1480
2	m7	669
2	ym	7469
2	mx	820
2	h8	946
2	m4	766
2	lg	6122
2	aN	51
2	No	194
2	ov	31816
2	m3	986
2	3g	235
2	g4	802
2	_d	1737
2	3v	144
2	c4	477
2	e6	938
2	mq	453
2	q$	2065
2	mb	11685
2	ih	6786
2	mk	5069
2	oa	11328
2	px	279
2	tk	5899
2	kg	2430
2	ly	14741
2	g7	824
2	h3	1138
2	ft	4100
2	o3	1061
2	3k	284
2	kt	4113
2	a5	1155
2	r3	1834
2	cz	4911
2	nf	7727
2	sq	1602
2	ql	390
2	0u	111
2	g1	4940
2	t2	2538
2	dg	5340
2	u8	638
2	2g	266
2	vo	9251
2	vx	202
2	oj	6585
2	1F	5
2	F3	8
2	6D	7
2	yr	5818
2	c_	740
2	_j	1129
2	5a	220
2	8x	86
2	rb	11590
2	x1	1164
2	6e	110
2	e8	1595
2	r9	2600
2	8h	115
2	2E	7
2	E7	4
2	f5	198
2	2f	208
2	f8	245
2	x3	406
2	4f	163
2	d4	757
2	6h	95
2	d5	515
2	sw	7725
2	fm	2448
2	np	9217
2	x6	246
2	6C	13
2	C7	4
2	a6	1066
2	x7	328
2	x8	386
2	cf	1653
2	8B	4
2	BA	38
2	AD	75
2	C0	34
2	0D	9
2	DE	50
2	E$	97
2	x9	506
2	9f	89
2	xB	18
2	B4	6
2	4E	6
2	EF	12
2	FD	7
2	D8	5
2	7F	2
2	F9	5
2	CA	48
2	A7	8
2	xD	19
2	EA	27
2	D1	28
2	0C	9
2	CC	41
2	xF	14
2	FE	18
2	ED	37
2	E6	5
2	Fi	202
2	xL	12
2	L1	28
2	1Q	5
2	Q$	23
2	Le	492
2	nB	241
2	Ba	496
2	xM	18
2	MF	25
2	F$	76
2	xP	16
2	Pr	296
2	xy	1630
2	xZ	5
2	Zy	10
2	ys	11483
2	tx	919
2	ws	6840
2	xb	1253
2	b1	1728
2	d7	702
2	bp	1365
2	bz	714
2	xc	1658
2	xd	1335
2	vy	2546
2	dd	10353
2	e2	3692
2	ux	3573
2	xf	858
2	8e	92
2	xr	938
2	xg	914
2	xh	1061
2	xj	839
2	jn	2324
2	xk	838
2	5u	76
2	l2	2598
2	2o	120
2	xm	1667
2	kf	1539
2	xn	720
2	oq	1013
2	z9	668
2	xv	438
2	xw	1097
2	wu	3261
2	zp	1110
2	mz	1764
2	zu	4634
2	u3	667
2	zw	1296
2	w3	419
2	^1	21751
2	1C	9
2	C1	34
2	hy	7871
2	1i	126
2	6g	141
2	i2	2881
2	9i	62
2	5h	130
2	Ha	671
2	r1	6136
2	0T	5
2	To	414
2	y8	1149
2	mr	8575
2	kp	2880
2	eq	1206
2	tg	3427
2	po	17169
2	m5	536
2	i1	5096
2	tw	4690
2	2u	144
2	5H	5
2	1X	4
2	XX	25
2	X$	112
2	8z	63
2	qz	236
2	q1	419
2	mj	3233
2	cg	2738
2	3q	51
2	4L	10
2	nC	186
2	y7	860
2	of	12273
2	jp	3600
2	2h	201
2	2G	6
2	GC	17
2	a4	1379
2	3y	138
2	7G	3
2	8v	46
2	d9	1258
2	4p	162
2	xu	3758
2	uq	927
2	3o	106
2	8n	91
2	jh	3599
2	fg	1211
2	f7	254
2	0J	7
2	JT	22
2	Tu	83
2	Jo	1078
2	sA	80
2	Ar	370
2	0K	2
2	Ka	539
2	8_	55
2	_1	1741
2	bt	1668
2	hb	3834
2	bj	2152
2	bv	784
2	l4	921
2	k3	1001
2	kc	3166
2	hp	3522
2	km	5525
2	m6	509
2	n_	5553
2	_D	80
2	n8	3090
2	tf	2402
2	wc	1755
2	u1	2760
2	5m	173
2	z1	1508
2	6l	84
2	Du	182
2	md	4822
2	yg	3409
2	1u	100
2	2e	218
2	qq	541
2	5w	67
2	i5	812
2	b3	567
2	4Z	5
2	Z$	64
2	yb	5203
2	8d	135
2	5C	5
2	S0	46
2	c9	768
2	7y	93
2	2r	243
2	zr	1324
2	1A	6
2	AC	52
2	1G	5
2	Gr	347
2	yT	57
2	Th	559
2	1H	2
2	HP	11
2	Pe	378
2	1T	10
2	Ta	344
2	rF	55
2	nL	179
2	mh	4008
2	bm	2827
2	g8	1214
2	dk	4063
2	dl	6687
2	g5	814
2	fh	1018
2	wd	1806
2	m1	2990
2	lf	6970
2	hk	5862
2	jl	2825
2	m9	1195
2	p7	334
2	zj	1285
2	l8	967
2	sb	8291
2	p1	1496
2	p6	250
2	pw	1162
2	wb	1690
2	s8	1881
2	hd	4090
2	j3	374
2	uh	5437
2	vg	1834
2	6A	9
2	A$	167
2	C6	1
2	uo	5912
2	zn	1412
2	yy	2445
2	fw	770
2	4q	40
2	qw	540
2	r5	1001
2	1J	3
2	6z	46
2	3M	7
2	Me	306
2	aA	99
2	Ap	60
2	3N	5
2	Ne	242
2	_t	1476
2	m_	1390
2	vn	1785
2	3d	559
2	v2	873
2	a3	1840
2	cv	1199
2	3i	123
2	jc	4228
2	jy	1315
2	n4	2084
2	wg	1096
2	kz	1043
2	y4	870
2	tj	3490
2	mv	1994
2	vd	2283
2	gd	4023
2	g_	1605
2	3x	178
2	g3	1112
2	6R	7
2	R$	127
2	4v	107
2	6s	183
2	6t	117
2	9x	106
2	5x	73
2	2B	9
2	BD	14
2	C2	16
2	2H	5
2	sE	50
2	2M	9
2	Ma	1811
2	lB	71
2	B8	5
2	1M	8
2	MC	61
2	St	768
2	eN	55
2	2W	1
2	Wa	330
2	sR	91
2	l1	3916
2	c1	1991
2	DS	52
2	iU	10
2	U4	3
2	4R	5
2	Rq	1
2	q3	130
2	P4	6
2	Zx	2
2	xz	758
2	iK	51
2	Kx	5
2	rL	68
2	L5	6
2	Lm	4
2	mM	51
2	MB	38
2	Br	596
2	rz	6107
2	j1	1039
2	cm	4115
2	b8	396
2	tD	40
2	DU	10
2	UC	16
2	CK	25
2	t4	890
2	zq	599
2	2k	840
2	kw	3221
2	2z	97
2	p2	999
2	p5	233
2	qp	159
2	h7	838
2	xo	1470
2	u2	1598
2	yf	2289
2	2v	110
2	k9	1480
2	2w	160
2	wr	2822
2	t9	1492
2	zd	1646
2	9H	5
2	H$	94
2	6U	5
2	U$	59
2	7B	5
2	B$	84
2	4B	10
2	7o	69
2	kl	8230
2	ER	89
2	RJ	18
2	J1	23
2	G3	6
2	MR	38
2	eD	112
2	De	698
2	h4	919
2	7z	65
2	zx	899
2	bn	1567
2	5R	3
2	6G	6
2	lc	7947
2	0q	26
2	qj	159
2	3B	3
2	B9	9
2	3E	4
2	Ex	44
2	3L	5
2	LM	30
2	sV	29
2	3U	2
2	Un	49
2	3W	3
2	Wo	200
2	Wy	15
2	e_	2991
2	_J	33
2	iq	2995
2	m2	1828
2	hw	4383
2	t3	1189
2	b9	559
2	sd	7035
2	gk	2570
2	y2	2446
2	hq	467
2	pm	3039
2	hS	62
2	Sl	88
2	h_	1282
2	3u	102
2	wq	256
2	rx	967
2	h2	2379
2	2x	139
2	xx	2206
2	8A	3
2	7D	4
2	y6	601
2	6u	132
2	4Y	1
2	Y$	62
2	u5	490
2	9g	98
2	3C	5
2	4F	2
2	iS	75
2	S$	182
2	J0	6
2	4M	6
2	Mu	186
2	RO	43
2	OG	8
2	GE	23
2	RS	58
2	SM	36
2	4S	11
2	SI	42
2	IC	40
2	4T	7
2	pd	1919
2	jz	793
2	r7	1358
2	tv	2333
2	mR	24
2	Rh	21
2	4X	2
2	X0	15
2	k2	2062
2	z3	545
2	p8	367
2	qc	286
2	j6	173
2	uB	18
2	Bo	397
2	bI	12
2	IT	83
2	4z	101
2	0B	4
2	5F	7
2	9Z	4
2	ii	5867
2	2U	2
2	2R	4
2	6p	98
2	5A	5
2	A3	10
2	5B	4
2	tC	59
2	Ca	549
2	CO	40
2	O1	10
2	5D	2
2	Dk	5
2	5S	5
2	zR	5
2	Ro	692
2	bw	1234
2	dq	490
2	qt	266
2	5i	93
2	j5	238
2	zg	1498
2	zl	2242
2	gm	4734
2	i4	908
2	k8	1006
2	h9	1614
2	dp	3323
2	0R	7
2	R6	5
2	dv	2489
2	_w	1189
2	wv	321
2	9K	2
2	2Q	2
2	4Q	2
2	5M	4
2	M$	132
2	7Q	4
2	R0	15
2	0E	5
2	6S	10
2	2K	12
2	d8	825
2	6_	56
2	_M	96
2	MM	42
2	MX	8
2	fj	829
2	8y	68
2	Am	139
2	An	902
2	hV	16
2	6B	10
2	BS	32
2	So	281
2	sB	117
2	BF	7
2	FT	22
2	CD	21
2	Di	295
2	gn	7052
2	CH	86
2	H2	11
2	1P	8
2	D0	21
2	6H	5
2	HO	22
2	OP	20
2	PC	26
2	OL	34
2	6M	5
2	MW	20
2	6N	2
2	Na	327
2	6O	1
2	OM	22
2	cN	15
2	6P	3
2	PW	14
2	Wh	64
2	d_	1647
2	__	232
2	vM	22
2	M4	13
2	_g	1626
2	cw	1824
2	6i	77
2	6x	47
2	4A	5
2	7U	1
2	1Z	4
2	2L	6
2	9P	4
2	9Y	2
2	7q	32
2	pn	1442
2	5y	61
2	7A	2
2	A9	9
2	7C	4
2	Dr	237
2	kM	56
2	Q4	1
2	X2	7
2	uU	5
2	UK	17
2	KH	17
2	HF	7
2	Fu	64
2	oR	54
2	Rm	8
2	mS	64
2	S5	16
2	Mf	7
2	fB	14
2	B5	9
2	5X	3
2	XP	8
2	Pb	6
2	_b	1889
2	k5	591
2	7e	141
2	s4	1397
2	gf	2036
2	7u	111
2	vr	3078
2	7w	83
2	sn	7178
2	RI	68
2	I7	2
2	8q	27
2	_6	183
2	_5	284
2	wB	22
2	Be	557
2	8C	6
2	oE	24
2	El	157
2	8P	4
2	Po	196
2	nN	81
2	N$	114
2	y9	1678
2	i_	2428
2	_q	180
2	8g	113
2	8i	61
2	n9	4688
2	8o	58
2	8w	68
2	7J	1
2	GV	6
2	hj	2358
2	2A	11
2	Al	861
2	xV	8
2	VM	10
2	wz	652
2	_i	682
2	zf	677
2	9z	53
2	hh	3007
2	Cy	46
2	OH	19
2	HI	32
2	TN	11
2	NA	48
2	AR	119
2	RW	15
2	AL	80
2	uw	2376
2	oz	7161
2	4o	123
2	z0	661
2	Gu	204
2	aT	49
2	yW	50
2	KM	17
2	PB	13
2	BC	16
2	9_	64
2	_r	1491
2	s_	2705
2	_e	813
2	a8	1857
2	fs	2593
2	n5	1761
2	l9	1639
2	j4	295
2	C4	19
2	BE	36
2	E3	6
2	8F	3
2	F2	10
2	1B	8
2	hO	17
2	Or	70
2	CR	31
2	tN	17
2	1D	6
2	0G	7
2	6T	6
2	F6	8
2	B6	6
2	V4	4
2	SJ	24
2	JG	34
2	GQ	5
2	QH	4
2	HU	16
2	U3	3
2	BW	16
2	WT	5
2	T5	2
2	MU	14
2	CF	26
2	G8	4
2	YE	10
2	EH	19
2	H4	5
2	LK	17
2	KF	9
2	FX	5
2	XA	9
2	AG	40
2	GP	19
2	PP	13
2	PU	9
2	UY	5
2	YG	7
2	5E	2
2	3A	2
2	AE	21
2	E8	5
2	1I	3
2	IB	13
2	BI	16
2	I$	104
2	MS	66
2	5I	1
2	IS	69
2	wH	20
2	Mr	148
2	1N	6
2	N3	12
2	TE	60
2	E1	23
2	2P	4
2	4P	7
2	TI	32
2	IM	49
2	MH	30
2	OK	11
2	Zm	5
2	_a	2190
2	a_	3491
2	z4	315
2	ww	2009
2	yv	2004
2	t7	806
2	_$	487
2	eA	100
2	rQ	11
2	QA	13
2	v1	1350
2	kd	3153
2	zc	2075
2	g6	679
2	fb	1333
2	i7	1039
2	i3	1226
2	jv	1147
2	vm	1908
2	lq	579
2	i8	1292
2	p4	377
2	qs	408
2	sx	990
2	vc	1610
2	t_	1703
2	MA	103
2	AN	171
2	_l	1792
2	pk	2569
2	s7	1382
2	vu	1702
2	vw	442
2	bq	202
2	^2	8919
2	3G	2
2	Ge	264
2	qg	117
2	_f	994
2	fn	897
2	2F	7
2	RR	42
